sample_id,genus,abundance,id
sample-124,g__Abiotrophia,0.0,g__Abiotrophia
sample-126,g__Abiotrophia,0.0,g__Abiotrophia
sample-127,g__Abiotrophia,0.0,g__Abiotrophia
sample-128,g__Abiotrophia,0.0,g__Abiotrophia
sample-129,g__Abiotrophia,0.0,g__Abiotrophia
sample-130,g__Abiotrophia,0.0,g__Abiotrophia
sample-131,g__Abiotrophia,0.0,g__Abiotrophia
sample-132,g__Abiotrophia,0.0,g__Abiotrophia
sample-134,g__Abiotrophia,0.0,g__Abiotrophia
sample-137,g__Abiotrophia,0.0,g__Abiotrophia
sample-138,g__Abiotrophia,0.0,g__Abiotrophia
sample-139,g__Abiotrophia,0.0,g__Abiotrophia
sample-140,g__Abiotrophia,0.0,g__Abiotrophia
sample-141,g__Abiotrophia,17.0,g__Abiotrophia
sample-142,g__Abiotrophia,0.0,g__Abiotrophia
sample-143,g__Abiotrophia,0.0,g__Abiotrophia
sample-144,g__Abiotrophia,0.0,g__Abiotrophia
sample-145,g__Abiotrophia,45.0,g__Abiotrophia
sample-146,g__Abiotrophia,0.0,g__Abiotrophia
sample-147,g__Abiotrophia,0.0,g__Abiotrophia
sample-148,g__Abiotrophia,0.0,g__Abiotrophia
sample-149,g__Abiotrophia,0.0,g__Abiotrophia
sample-212,g__Abiotrophia,0.0,g__Abiotrophia
sample-215,g__Abiotrophia,0.0,g__Abiotrophia
sample-222,g__Abiotrophia,0.0,g__Abiotrophia
sample-225,g__Abiotrophia,0.0,g__Abiotrophia
sample-231,g__Abiotrophia,0.0,g__Abiotrophia
sample-233,g__Abiotrophia,0.0,g__Abiotrophia
sample-235,g__Abiotrophia,0.0,g__Abiotrophia
sample-237,g__Abiotrophia,0.0,g__Abiotrophia
sample-239,g__Abiotrophia,0.0,g__Abiotrophia
sample-241,g__Abiotrophia,0.0,g__Abiotrophia
sample-243,g__Abiotrophia,0.0,g__Abiotrophia
sample-245,g__Abiotrophia,0.0,g__Abiotrophia
sample-247,g__Abiotrophia,0.0,g__Abiotrophia
sample-249,g__Abiotrophia,0.0,g__Abiotrophia
sample-32,g__Abiotrophia,0.0,g__Abiotrophia
sample-152,g__Abiotrophia,0.0,g__Abiotrophia
sample-154,g__Abiotrophia,0.0,g__Abiotrophia
sample-156,g__Abiotrophia,0.0,g__Abiotrophia
sample-159,g__Abiotrophia,0.0,g__Abiotrophia
sample-162,g__Abiotrophia,0.0,g__Abiotrophia
sample-163,g__Abiotrophia,0.0,g__Abiotrophia
sample-168,g__Abiotrophia,0.0,g__Abiotrophia
sample-172,g__Abiotrophia,0.0,g__Abiotrophia
sample-173,g__Abiotrophia,0.0,g__Abiotrophia
sample-174,g__Abiotrophia,0.0,g__Abiotrophia
sample-176,g__Abiotrophia,0.0,g__Abiotrophia
sample-178,g__Abiotrophia,0.0,g__Abiotrophia
sample-181,g__Abiotrophia,0.0,g__Abiotrophia
sample-184,g__Abiotrophia,0.0,g__Abiotrophia
sample-186,g__Abiotrophia,0.0,g__Abiotrophia
sample-200,g__Abiotrophia,0.0,g__Abiotrophia
sample-202,g__Abiotrophia,0.0,g__Abiotrophia
sample-205,g__Abiotrophia,0.0,g__Abiotrophia
sample-208,g__Abiotrophia,0.0,g__Abiotrophia
sample-211,g__Abiotrophia,0.0,g__Abiotrophia
sample-217,g__Abiotrophia,0.0,g__Abiotrophia
sample-219,g__Abiotrophia,0.0,g__Abiotrophia
sample-221,g__Abiotrophia,0.0,g__Abiotrophia
sample-227,g__Abiotrophia,0.0,g__Abiotrophia
sample-230,g__Abiotrophia,0.0,g__Abiotrophia
sample-252,g__Abiotrophia,0.0,g__Abiotrophia
sample-133,g__Abiotrophia,0.0,g__Abiotrophia
sample-135,g__Abiotrophia,0.0,g__Abiotrophia
sample-155,g__Abiotrophia,0.0,g__Abiotrophia
sample-157,g__Abiotrophia,0.0,g__Abiotrophia
sample-160,g__Abiotrophia,0.0,g__Abiotrophia
sample-165,g__Abiotrophia,0.0,g__Abiotrophia
sample-169,g__Abiotrophia,0.0,g__Abiotrophia
sample-175,g__Abiotrophia,0.0,g__Abiotrophia
sample-185,g__Abiotrophia,0.0,g__Abiotrophia
sample-187,g__Abiotrophia,0.0,g__Abiotrophia
sample-196,g__Abiotrophia,0.0,g__Abiotrophia
sample-204,g__Abiotrophia,0.0,g__Abiotrophia
sample-207,g__Abiotrophia,0.0,g__Abiotrophia
sample-209,g__Abiotrophia,0.0,g__Abiotrophia
sample-213,g__Abiotrophia,0.0,g__Abiotrophia
sample-253,g__Abiotrophia,0.0,g__Abiotrophia
sample-125,g__Abiotrophia,0.0,g__Abiotrophia
sample-136,g__Abiotrophia,0.0,g__Abiotrophia
sample-158,g__Abiotrophia,0.0,g__Abiotrophia
sample-166,g__Abiotrophia,0.0,g__Abiotrophia
sample-170,g__Abiotrophia,0.0,g__Abiotrophia
sample-177,g__Abiotrophia,0.0,g__Abiotrophia
sample-182,g__Abiotrophia,0.0,g__Abiotrophia
sample-188,g__Abiotrophia,0.0,g__Abiotrophia
sample-192,g__Abiotrophia,0.0,g__Abiotrophia
sample-150,g__Abiotrophia,0.0,g__Abiotrophia
sample-151,g__Abiotrophia,0.0,g__Abiotrophia
sample-153,g__Abiotrophia,0.0,g__Abiotrophia
sample-161,g__Abiotrophia,0.0,g__Abiotrophia
sample-164,g__Abiotrophia,0.0,g__Abiotrophia
sample-167,g__Abiotrophia,0.0,g__Abiotrophia
sample-171,g__Abiotrophia,0.0,g__Abiotrophia
sample-179,g__Abiotrophia,0.0,g__Abiotrophia
sample-180,g__Abiotrophia,0.0,g__Abiotrophia
sample-183,g__Abiotrophia,0.0,g__Abiotrophia
sample-189,g__Abiotrophia,0.0,g__Abiotrophia
sample-190,g__Abiotrophia,0.0,g__Abiotrophia
sample-191,g__Abiotrophia,0.0,g__Abiotrophia
sample-193,g__Abiotrophia,0.0,g__Abiotrophia
sample-194,g__Abiotrophia,0.0,g__Abiotrophia
sample-195,g__Abiotrophia,0.0,g__Abiotrophia
sample-197,g__Abiotrophia,0.0,g__Abiotrophia
sample-198,g__Abiotrophia,0.0,g__Abiotrophia
sample-199,g__Abiotrophia,0.0,g__Abiotrophia
sample-201,g__Abiotrophia,0.0,g__Abiotrophia
sample-203,g__Abiotrophia,2.0,g__Abiotrophia
sample-206,g__Abiotrophia,0.0,g__Abiotrophia
sample-210,g__Abiotrophia,0.0,g__Abiotrophia
sample-214,g__Abiotrophia,0.0,g__Abiotrophia
sample-216,g__Abiotrophia,0.0,g__Abiotrophia
sample-218,g__Abiotrophia,0.0,g__Abiotrophia
sample-220,g__Abiotrophia,0.0,g__Abiotrophia
sample-223,g__Abiotrophia,0.0,g__Abiotrophia
sample-224,g__Abiotrophia,0.0,g__Abiotrophia
sample-226,g__Abiotrophia,0.0,g__Abiotrophia
sample-228,g__Abiotrophia,0.0,g__Abiotrophia
sample-229,g__Abiotrophia,0.0,g__Abiotrophia
sample-232,g__Abiotrophia,0.0,g__Abiotrophia
sample-234,g__Abiotrophia,0.0,g__Abiotrophia
sample-236,g__Abiotrophia,0.0,g__Abiotrophia
sample-238,g__Abiotrophia,0.0,g__Abiotrophia
sample-240,g__Abiotrophia,0.0,g__Abiotrophia
sample-242,g__Abiotrophia,0.0,g__Abiotrophia
sample-244,g__Abiotrophia,0.0,g__Abiotrophia
sample-246,g__Abiotrophia,0.0,g__Abiotrophia
sample-248,g__Abiotrophia,4.0,g__Abiotrophia
sample-250,g__Abiotrophia,0.0,g__Abiotrophia
sample-251,g__Abiotrophia,0.0,g__Abiotrophia
sample-124,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-126,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-127,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-128,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-129,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-130,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-131,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-132,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-134,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-137,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-138,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-139,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-140,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-141,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-142,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-143,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-144,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-145,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-146,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-147,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-148,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-149,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-212,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-215,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-222,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-225,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-231,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-233,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-235,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-237,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-239,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-241,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-243,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-245,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-247,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-249,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-32,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-152,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-154,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-156,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-159,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-162,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-163,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-168,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-172,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-173,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-174,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-176,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-178,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-181,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-184,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-186,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-200,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-202,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-205,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-208,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-211,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-217,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-219,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-221,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-227,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-230,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-252,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-133,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-135,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-155,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-157,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-160,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-165,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-169,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-175,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-185,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-187,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-196,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-204,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-207,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-209,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-213,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-253,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-125,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-136,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-158,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-166,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-170,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-177,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-182,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-188,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-192,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-150,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-151,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-153,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-161,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-164,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-167,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-171,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-179,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-180,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-183,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-189,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-190,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-191,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-193,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-194,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-195,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-197,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-198,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-199,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-201,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-203,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-206,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-210,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-214,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-216,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-218,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-220,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-223,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-224,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-226,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-228,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-229,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-232,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-234,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-236,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-238,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-240,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-242,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-244,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-246,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-248,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-250,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-251,g__Acetanaerobacterium,0.0,g__Acetanaerobacterium
sample-124,g__Acidaminococcus,75.0,g__Acidaminococcus
sample-126,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-127,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-128,g__Acidaminococcus,11.0,g__Acidaminococcus
sample-129,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-130,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-131,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-132,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-134,g__Acidaminococcus,407.0,g__Acidaminococcus
sample-137,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-138,g__Acidaminococcus,1206.0,g__Acidaminococcus
sample-139,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-140,g__Acidaminococcus,69.0,g__Acidaminococcus
sample-141,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-142,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-143,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-144,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-145,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-146,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-147,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-148,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-149,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-212,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-215,g__Acidaminococcus,155.0,g__Acidaminococcus
sample-222,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-225,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-231,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-233,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-235,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-237,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-239,g__Acidaminococcus,89.0,g__Acidaminococcus
sample-241,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-243,g__Acidaminococcus,371.0,g__Acidaminococcus
sample-245,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-247,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-249,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-32,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-152,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-154,g__Acidaminococcus,129.0,g__Acidaminococcus
sample-156,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-159,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-162,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-163,g__Acidaminococcus,175.0,g__Acidaminococcus
sample-168,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-172,g__Acidaminococcus,173.0,g__Acidaminococcus
sample-173,g__Acidaminococcus,323.0,g__Acidaminococcus
sample-174,g__Acidaminococcus,25.0,g__Acidaminococcus
sample-176,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-178,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-181,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-184,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-186,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-200,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-202,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-205,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-208,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-211,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-217,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-219,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-221,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-227,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-230,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-252,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-133,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-135,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-155,g__Acidaminococcus,64.0,g__Acidaminococcus
sample-157,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-160,g__Acidaminococcus,21.0,g__Acidaminococcus
sample-165,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-169,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-175,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-185,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-187,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-196,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-204,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-207,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-209,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-213,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-253,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-125,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-136,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-158,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-166,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-170,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-177,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-182,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-188,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-192,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-150,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-151,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-153,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-161,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-164,g__Acidaminococcus,37.0,g__Acidaminococcus
sample-167,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-171,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-179,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-180,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-183,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-189,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-190,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-191,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-193,g__Acidaminococcus,8.0,g__Acidaminococcus
sample-194,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-195,g__Acidaminococcus,73.0,g__Acidaminococcus
sample-197,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-198,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-199,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-201,g__Acidaminococcus,96.0,g__Acidaminococcus
sample-203,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-206,g__Acidaminococcus,7.0,g__Acidaminococcus
sample-210,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-214,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-216,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-218,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-220,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-223,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-224,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-226,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-228,g__Acidaminococcus,20.0,g__Acidaminococcus
sample-229,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-232,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-234,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-236,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-238,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-240,g__Acidaminococcus,16.0,g__Acidaminococcus
sample-242,g__Acidaminococcus,10.0,g__Acidaminococcus
sample-244,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-246,g__Acidaminococcus,2.0,g__Acidaminococcus
sample-248,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-250,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-251,g__Acidaminococcus,0.0,g__Acidaminococcus
sample-124,g__Acinetobacter,0.0,g__Acinetobacter
sample-126,g__Acinetobacter,0.0,g__Acinetobacter
sample-127,g__Acinetobacter,0.0,g__Acinetobacter
sample-128,g__Acinetobacter,0.0,g__Acinetobacter
sample-129,g__Acinetobacter,0.0,g__Acinetobacter
sample-130,g__Acinetobacter,0.0,g__Acinetobacter
sample-131,g__Acinetobacter,0.0,g__Acinetobacter
sample-132,g__Acinetobacter,0.0,g__Acinetobacter
sample-134,g__Acinetobacter,0.0,g__Acinetobacter
sample-137,g__Acinetobacter,0.0,g__Acinetobacter
sample-138,g__Acinetobacter,0.0,g__Acinetobacter
sample-139,g__Acinetobacter,0.0,g__Acinetobacter
sample-140,g__Acinetobacter,0.0,g__Acinetobacter
sample-141,g__Acinetobacter,0.0,g__Acinetobacter
sample-142,g__Acinetobacter,0.0,g__Acinetobacter
sample-143,g__Acinetobacter,0.0,g__Acinetobacter
sample-144,g__Acinetobacter,0.0,g__Acinetobacter
sample-145,g__Acinetobacter,0.0,g__Acinetobacter
sample-146,g__Acinetobacter,0.0,g__Acinetobacter
sample-147,g__Acinetobacter,0.0,g__Acinetobacter
sample-148,g__Acinetobacter,0.0,g__Acinetobacter
sample-149,g__Acinetobacter,0.0,g__Acinetobacter
sample-212,g__Acinetobacter,0.0,g__Acinetobacter
sample-215,g__Acinetobacter,0.0,g__Acinetobacter
sample-222,g__Acinetobacter,0.0,g__Acinetobacter
sample-225,g__Acinetobacter,0.0,g__Acinetobacter
sample-231,g__Acinetobacter,0.0,g__Acinetobacter
sample-233,g__Acinetobacter,0.0,g__Acinetobacter
sample-235,g__Acinetobacter,0.0,g__Acinetobacter
sample-237,g__Acinetobacter,0.0,g__Acinetobacter
sample-239,g__Acinetobacter,0.0,g__Acinetobacter
sample-241,g__Acinetobacter,0.0,g__Acinetobacter
sample-243,g__Acinetobacter,0.0,g__Acinetobacter
sample-245,g__Acinetobacter,0.0,g__Acinetobacter
sample-247,g__Acinetobacter,0.0,g__Acinetobacter
sample-249,g__Acinetobacter,0.0,g__Acinetobacter
sample-32,g__Acinetobacter,0.0,g__Acinetobacter
sample-152,g__Acinetobacter,0.0,g__Acinetobacter
sample-154,g__Acinetobacter,0.0,g__Acinetobacter
sample-156,g__Acinetobacter,0.0,g__Acinetobacter
sample-159,g__Acinetobacter,0.0,g__Acinetobacter
sample-162,g__Acinetobacter,0.0,g__Acinetobacter
sample-163,g__Acinetobacter,0.0,g__Acinetobacter
sample-168,g__Acinetobacter,0.0,g__Acinetobacter
sample-172,g__Acinetobacter,0.0,g__Acinetobacter
sample-173,g__Acinetobacter,0.0,g__Acinetobacter
sample-174,g__Acinetobacter,0.0,g__Acinetobacter
sample-176,g__Acinetobacter,0.0,g__Acinetobacter
sample-178,g__Acinetobacter,0.0,g__Acinetobacter
sample-181,g__Acinetobacter,0.0,g__Acinetobacter
sample-184,g__Acinetobacter,0.0,g__Acinetobacter
sample-186,g__Acinetobacter,0.0,g__Acinetobacter
sample-200,g__Acinetobacter,0.0,g__Acinetobacter
