sample_id,genus,abundance,id
sample-231,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-233,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-235,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-237,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-239,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-241,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-243,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-245,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-247,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-249,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-32,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-152,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-154,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-156,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-159,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-162,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-163,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-168,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-172,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-173,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-174,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-176,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-178,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-181,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-184,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-186,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-200,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-202,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-205,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-208,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-211,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-217,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-219,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-221,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-227,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-230,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-252,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-133,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-135,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-155,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-157,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-160,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-165,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-169,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-175,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-185,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-187,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-196,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-204,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-207,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-209,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-213,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-253,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-125,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-136,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-158,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-166,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-170,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-177,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-182,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-188,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-192,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-150,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-151,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-153,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-161,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-164,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-167,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-171,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-179,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-180,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-183,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-189,g__Anaeroplasma,19.0,g__Anaeroplasma
sample-190,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-191,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-193,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-194,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-195,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-197,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-198,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-199,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-201,g__Anaeroplasma,12.0,g__Anaeroplasma
sample-203,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-206,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-210,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-214,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-216,g__Anaeroplasma,15.0,g__Anaeroplasma
sample-218,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-220,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-223,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-224,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-226,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-228,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-229,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-232,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-234,g__Anaeroplasma,91.0,g__Anaeroplasma
sample-236,g__Anaeroplasma,23.0,g__Anaeroplasma
sample-238,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-240,g__Anaeroplasma,55.0,g__Anaeroplasma
sample-242,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-244,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-246,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-248,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-250,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-251,g__Anaeroplasma,0.0,g__Anaeroplasma
sample-124,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-126,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-127,g__Anaerosporobacter,19.0,g__Anaerosporobacter
sample-128,g__Anaerosporobacter,22.0,g__Anaerosporobacter
sample-129,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-130,g__Anaerosporobacter,58.0,g__Anaerosporobacter
sample-131,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-132,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-134,g__Anaerosporobacter,117.0,g__Anaerosporobacter
sample-137,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-138,g__Anaerosporobacter,47.0,g__Anaerosporobacter
sample-139,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-140,g__Anaerosporobacter,23.0,g__Anaerosporobacter
sample-141,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-142,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-143,g__Anaerosporobacter,9.0,g__Anaerosporobacter
sample-144,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-145,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-146,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-147,g__Anaerosporobacter,2.0,g__Anaerosporobacter
sample-148,g__Anaerosporobacter,193.0,g__Anaerosporobacter
sample-149,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-212,g__Anaerosporobacter,11.0,g__Anaerosporobacter
sample-215,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-222,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-225,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-231,g__Anaerosporobacter,115.0,g__Anaerosporobacter
sample-233,g__Anaerosporobacter,44.0,g__Anaerosporobacter
sample-235,g__Anaerosporobacter,67.0,g__Anaerosporobacter
sample-237,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-239,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-241,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-243,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-245,g__Anaerosporobacter,270.0,g__Anaerosporobacter
sample-247,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-249,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-32,g__Anaerosporobacter,66.0,g__Anaerosporobacter
sample-152,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-154,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-156,g__Anaerosporobacter,460.0,g__Anaerosporobacter
sample-159,g__Anaerosporobacter,76.0,g__Anaerosporobacter
sample-162,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-163,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-168,g__Anaerosporobacter,28.0,g__Anaerosporobacter
sample-172,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-173,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-174,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-176,g__Anaerosporobacter,119.0,g__Anaerosporobacter
sample-178,g__Anaerosporobacter,155.0,g__Anaerosporobacter
sample-181,g__Anaerosporobacter,141.0,g__Anaerosporobacter
sample-184,g__Anaerosporobacter,50.0,g__Anaerosporobacter
sample-186,g__Anaerosporobacter,30.0,g__Anaerosporobacter
sample-200,g__Anaerosporobacter,90.0,g__Anaerosporobacter
sample-202,g__Anaerosporobacter,24.0,g__Anaerosporobacter
sample-205,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-208,g__Anaerosporobacter,9.0,g__Anaerosporobacter
sample-211,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-217,g__Anaerosporobacter,261.0,g__Anaerosporobacter
sample-219,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-221,g__Anaerosporobacter,3.0,g__Anaerosporobacter
sample-227,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-230,g__Anaerosporobacter,111.0,g__Anaerosporobacter
sample-252,g__Anaerosporobacter,26.0,g__Anaerosporobacter
sample-133,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-135,g__Anaerosporobacter,90.0,g__Anaerosporobacter
sample-155,g__Anaerosporobacter,29.0,g__Anaerosporobacter
sample-157,g__Anaerosporobacter,56.0,g__Anaerosporobacter
sample-160,g__Anaerosporobacter,9.0,g__Anaerosporobacter
sample-165,g__Anaerosporobacter,137.0,g__Anaerosporobacter
sample-169,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-175,g__Anaerosporobacter,573.0,g__Anaerosporobacter
sample-185,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-187,g__Anaerosporobacter,97.0,g__Anaerosporobacter
sample-196,g__Anaerosporobacter,56.0,g__Anaerosporobacter
sample-204,g__Anaerosporobacter,188.0,g__Anaerosporobacter
sample-207,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-209,g__Anaerosporobacter,56.0,g__Anaerosporobacter
sample-213,g__Anaerosporobacter,254.0,g__Anaerosporobacter
sample-253,g__Anaerosporobacter,33.0,g__Anaerosporobacter
sample-125,g__Anaerosporobacter,25.0,g__Anaerosporobacter
sample-136,g__Anaerosporobacter,17.0,g__Anaerosporobacter
sample-158,g__Anaerosporobacter,40.0,g__Anaerosporobacter
sample-166,g__Anaerosporobacter,3.0,g__Anaerosporobacter
sample-170,g__Anaerosporobacter,46.0,g__Anaerosporobacter
sample-177,g__Anaerosporobacter,72.0,g__Anaerosporobacter
sample-182,g__Anaerosporobacter,11.0,g__Anaerosporobacter
sample-188,g__Anaerosporobacter,116.0,g__Anaerosporobacter
sample-192,g__Anaerosporobacter,22.0,g__Anaerosporobacter
sample-150,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-151,g__Anaerosporobacter,9.0,g__Anaerosporobacter
sample-153,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-161,g__Anaerosporobacter,5.0,g__Anaerosporobacter
sample-164,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-167,g__Anaerosporobacter,33.0,g__Anaerosporobacter
sample-171,g__Anaerosporobacter,27.0,g__Anaerosporobacter
sample-179,g__Anaerosporobacter,384.0,g__Anaerosporobacter
sample-180,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-183,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-189,g__Anaerosporobacter,136.0,g__Anaerosporobacter
sample-190,g__Anaerosporobacter,143.0,g__Anaerosporobacter
sample-191,g__Anaerosporobacter,109.0,g__Anaerosporobacter
sample-193,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-194,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-195,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-197,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-198,g__Anaerosporobacter,5.0,g__Anaerosporobacter
sample-199,g__Anaerosporobacter,25.0,g__Anaerosporobacter
sample-201,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-203,g__Anaerosporobacter,34.0,g__Anaerosporobacter
sample-206,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-210,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-214,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-216,g__Anaerosporobacter,20.0,g__Anaerosporobacter
sample-218,g__Anaerosporobacter,30.0,g__Anaerosporobacter
sample-220,g__Anaerosporobacter,24.0,g__Anaerosporobacter
sample-223,g__Anaerosporobacter,26.0,g__Anaerosporobacter
sample-224,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-226,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-228,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-229,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-232,g__Anaerosporobacter,51.0,g__Anaerosporobacter
sample-234,g__Anaerosporobacter,44.0,g__Anaerosporobacter
sample-236,g__Anaerosporobacter,31.0,g__Anaerosporobacter
sample-238,g__Anaerosporobacter,52.0,g__Anaerosporobacter
sample-240,g__Anaerosporobacter,10.0,g__Anaerosporobacter
sample-242,g__Anaerosporobacter,4.0,g__Anaerosporobacter
sample-244,g__Anaerosporobacter,11.0,g__Anaerosporobacter
sample-246,g__Anaerosporobacter,17.0,g__Anaerosporobacter
sample-248,g__Anaerosporobacter,94.0,g__Anaerosporobacter
sample-250,g__Anaerosporobacter,0.0,g__Anaerosporobacter
sample-251,g__Anaerosporobacter,70.0,g__Anaerosporobacter
sample-124,g__Anaerostignum,0.0,g__Anaerostignum
sample-126,g__Anaerostignum,0.0,g__Anaerostignum
sample-127,g__Anaerostignum,6.0,g__Anaerostignum
sample-128,g__Anaerostignum,0.0,g__Anaerostignum
sample-129,g__Anaerostignum,0.0,g__Anaerostignum
sample-130,g__Anaerostignum,0.0,g__Anaerostignum
sample-131,g__Anaerostignum,0.0,g__Anaerostignum
sample-132,g__Anaerostignum,0.0,g__Anaerostignum
sample-134,g__Anaerostignum,0.0,g__Anaerostignum
sample-137,g__Anaerostignum,0.0,g__Anaerostignum
sample-138,g__Anaerostignum,0.0,g__Anaerostignum
sample-139,g__Anaerostignum,0.0,g__Anaerostignum
sample-140,g__Anaerostignum,0.0,g__Anaerostignum
sample-141,g__Anaerostignum,0.0,g__Anaerostignum
sample-142,g__Anaerostignum,0.0,g__Anaerostignum
sample-143,g__Anaerostignum,0.0,g__Anaerostignum
sample-144,g__Anaerostignum,0.0,g__Anaerostignum
sample-145,g__Anaerostignum,0.0,g__Anaerostignum
sample-146,g__Anaerostignum,0.0,g__Anaerostignum
sample-147,g__Anaerostignum,1.0,g__Anaerostignum
sample-148,g__Anaerostignum,0.0,g__Anaerostignum
sample-149,g__Anaerostignum,0.0,g__Anaerostignum
sample-212,g__Anaerostignum,0.0,g__Anaerostignum
sample-215,g__Anaerostignum,0.0,g__Anaerostignum
sample-222,g__Anaerostignum,0.0,g__Anaerostignum
sample-225,g__Anaerostignum,0.0,g__Anaerostignum
sample-231,g__Anaerostignum,0.0,g__Anaerostignum
sample-233,g__Anaerostignum,0.0,g__Anaerostignum
sample-235,g__Anaerostignum,0.0,g__Anaerostignum
sample-237,g__Anaerostignum,0.0,g__Anaerostignum
sample-239,g__Anaerostignum,0.0,g__Anaerostignum
sample-241,g__Anaerostignum,0.0,g__Anaerostignum
sample-243,g__Anaerostignum,0.0,g__Anaerostignum
sample-245,g__Anaerostignum,0.0,g__Anaerostignum
sample-247,g__Anaerostignum,0.0,g__Anaerostignum
sample-249,g__Anaerostignum,0.0,g__Anaerostignum
sample-32,g__Anaerostignum,0.0,g__Anaerostignum
sample-152,g__Anaerostignum,0.0,g__Anaerostignum
sample-154,g__Anaerostignum,0.0,g__Anaerostignum
sample-156,g__Anaerostignum,0.0,g__Anaerostignum
sample-159,g__Anaerostignum,0.0,g__Anaerostignum
sample-162,g__Anaerostignum,0.0,g__Anaerostignum
sample-163,g__Anaerostignum,0.0,g__Anaerostignum
sample-168,g__Anaerostignum,0.0,g__Anaerostignum
sample-172,g__Anaerostignum,0.0,g__Anaerostignum
sample-173,g__Anaerostignum,0.0,g__Anaerostignum
sample-174,g__Anaerostignum,0.0,g__Anaerostignum
sample-176,g__Anaerostignum,0.0,g__Anaerostignum
sample-178,g__Anaerostignum,0.0,g__Anaerostignum
sample-181,g__Anaerostignum,0.0,g__Anaerostignum
sample-184,g__Anaerostignum,0.0,g__Anaerostignum
sample-186,g__Anaerostignum,0.0,g__Anaerostignum
sample-200,g__Anaerostignum,0.0,g__Anaerostignum
sample-202,g__Anaerostignum,0.0,g__Anaerostignum
sample-205,g__Anaerostignum,0.0,g__Anaerostignum
sample-208,g__Anaerostignum,0.0,g__Anaerostignum
sample-211,g__Anaerostignum,0.0,g__Anaerostignum
sample-217,g__Anaerostignum,2.0,g__Anaerostignum
sample-219,g__Anaerostignum,0.0,g__Anaerostignum
sample-221,g__Anaerostignum,0.0,g__Anaerostignum
sample-227,g__Anaerostignum,0.0,g__Anaerostignum
sample-230,g__Anaerostignum,0.0,g__Anaerostignum
sample-252,g__Anaerostignum,0.0,g__Anaerostignum
sample-133,g__Anaerostignum,0.0,g__Anaerostignum
sample-135,g__Anaerostignum,0.0,g__Anaerostignum
sample-155,g__Anaerostignum,0.0,g__Anaerostignum
sample-157,g__Anaerostignum,0.0,g__Anaerostignum
sample-160,g__Anaerostignum,0.0,g__Anaerostignum
sample-165,g__Anaerostignum,0.0,g__Anaerostignum
sample-169,g__Anaerostignum,0.0,g__Anaerostignum
sample-175,g__Anaerostignum,8.0,g__Anaerostignum
sample-185,g__Anaerostignum,0.0,g__Anaerostignum
sample-187,g__Anaerostignum,0.0,g__Anaerostignum
sample-196,g__Anaerostignum,0.0,g__Anaerostignum
sample-204,g__Anaerostignum,0.0,g__Anaerostignum
sample-207,g__Anaerostignum,0.0,g__Anaerostignum
sample-209,g__Anaerostignum,0.0,g__Anaerostignum
sample-213,g__Anaerostignum,25.0,g__Anaerostignum
sample-253,g__Anaerostignum,0.0,g__Anaerostignum
sample-125,g__Anaerostignum,0.0,g__Anaerostignum
sample-136,g__Anaerostignum,0.0,g__Anaerostignum
sample-158,g__Anaerostignum,0.0,g__Anaerostignum
sample-166,g__Anaerostignum,0.0,g__Anaerostignum
sample-170,g__Anaerostignum,0.0,g__Anaerostignum
sample-177,g__Anaerostignum,0.0,g__Anaerostignum
sample-182,g__Anaerostignum,0.0,g__Anaerostignum
sample-188,g__Anaerostignum,0.0,g__Anaerostignum
sample-192,g__Anaerostignum,0.0,g__Anaerostignum
sample-150,g__Anaerostignum,0.0,g__Anaerostignum
sample-151,g__Anaerostignum,0.0,g__Anaerostignum
sample-153,g__Anaerostignum,0.0,g__Anaerostignum
sample-161,g__Anaerostignum,0.0,g__Anaerostignum
sample-164,g__Anaerostignum,0.0,g__Anaerostignum
sample-167,g__Anaerostignum,0.0,g__Anaerostignum
sample-171,g__Anaerostignum,0.0,g__Anaerostignum
sample-179,g__Anaerostignum,0.0,g__Anaerostignum
sample-180,g__Anaerostignum,0.0,g__Anaerostignum
sample-183,g__Anaerostignum,0.0,g__Anaerostignum
sample-189,g__Anaerostignum,0.0,g__Anaerostignum
sample-190,g__Anaerostignum,0.0,g__Anaerostignum
sample-191,g__Anaerostignum,0.0,g__Anaerostignum
sample-193,g__Anaerostignum,0.0,g__Anaerostignum
sample-194,g__Anaerostignum,0.0,g__Anaerostignum
sample-195,g__Anaerostignum,0.0,g__Anaerostignum
sample-197,g__Anaerostignum,0.0,g__Anaerostignum
sample-198,g__Anaerostignum,0.0,g__Anaerostignum
sample-199,g__Anaerostignum,0.0,g__Anaerostignum
sample-201,g__Anaerostignum,0.0,g__Anaerostignum
sample-203,g__Anaerostignum,0.0,g__Anaerostignum
sample-206,g__Anaerostignum,0.0,g__Anaerostignum
sample-210,g__Anaerostignum,0.0,g__Anaerostignum
sample-214,g__Anaerostignum,0.0,g__Anaerostignum
sample-216,g__Anaerostignum,0.0,g__Anaerostignum
sample-218,g__Anaerostignum,0.0,g__Anaerostignum
sample-220,g__Anaerostignum,0.0,g__Anaerostignum
sample-223,g__Anaerostignum,0.0,g__Anaerostignum
sample-224,g__Anaerostignum,0.0,g__Anaerostignum
sample-226,g__Anaerostignum,0.0,g__Anaerostignum
sample-228,g__Anaerostignum,0.0,g__Anaerostignum
sample-229,g__Anaerostignum,0.0,g__Anaerostignum
sample-232,g__Anaerostignum,0.0,g__Anaerostignum
sample-234,g__Anaerostignum,0.0,g__Anaerostignum
sample-236,g__Anaerostignum,0.0,g__Anaerostignum
sample-238,g__Anaerostignum,0.0,g__Anaerostignum
sample-240,g__Anaerostignum,0.0,g__Anaerostignum
sample-242,g__Anaerostignum,0.0,g__Anaerostignum
sample-244,g__Anaerostignum,0.0,g__Anaerostignum
sample-246,g__Anaerostignum,0.0,g__Anaerostignum
sample-248,g__Anaerostignum,0.0,g__Anaerostignum
sample-250,g__Anaerostignum,0.0,g__Anaerostignum
sample-251,g__Anaerostignum,0.0,g__Anaerostignum
sample-124,g__Anaerostipes,28.0,g__Anaerostipes
sample-126,g__Anaerostipes,200.0,g__Anaerostipes
sample-127,g__Anaerostipes,78.0,g__Anaerostipes
sample-128,g__Anaerostipes,195.0,g__Anaerostipes
sample-129,g__Anaerostipes,111.0,g__Anaerostipes
sample-130,g__Anaerostipes,122.0,g__Anaerostipes
sample-131,g__Anaerostipes,51.0,g__Anaerostipes
sample-132,g__Anaerostipes,48.0,g__Anaerostipes
sample-134,g__Anaerostipes,456.0,g__Anaerostipes
sample-137,g__Anaerostipes,136.0,g__Anaerostipes
sample-138,g__Anaerostipes,453.0,g__Anaerostipes
sample-139,g__Anaerostipes,159.0,g__Anaerostipes
sample-140,g__Anaerostipes,88.0,g__Anaerostipes
sample-141,g__Anaerostipes,677.0,g__Anaerostipes
sample-142,g__Anaerostipes,160.0,g__Anaerostipes
sample-143,g__Anaerostipes,611.0,g__Anaerostipes
sample-144,g__Anaerostipes,1556.0,g__Anaerostipes
sample-145,g__Anaerostipes,1398.0,g__Anaerostipes
sample-146,g__Anaerostipes,112.0,g__Anaerostipes
sample-147,g__Anaerostipes,69.0,g__Anaerostipes
sample-148,g__Anaerostipes,29.0,g__Anaerostipes
sample-149,g__Anaerostipes,86.0,g__Anaerostipes
sample-212,g__Anaerostipes,33.0,g__Anaerostipes
sample-215,g__Anaerostipes,108.0,g__Anaerostipes
sample-222,g__Anaerostipes,18.0,g__Anaerostipes
sample-225,g__Anaerostipes,134.0,g__Anaerostipes
sample-231,g__Anaerostipes,367.0,g__Anaerostipes
sample-233,g__Anaerostipes,247.0,g__Anaerostipes
sample-235,g__Anaerostipes,115.0,g__Anaerostipes
sample-237,g__Anaerostipes,0.0,g__Anaerostipes
sample-239,g__Anaerostipes,389.0,g__Anaerostipes
sample-241,g__Anaerostipes,0.0,g__Anaerostipes
sample-243,g__Anaerostipes,90.0,g__Anaerostipes
sample-245,g__Anaerostipes,132.0,g__Anaerostipes
sample-247,g__Anaerostipes,423.0,g__Anaerostipes
sample-249,g__Anaerostipes,3.0,g__Anaerostipes
sample-32,g__Anaerostipes,259.0,g__Anaerostipes
sample-152,g__Anaerostipes,739.0,g__Anaerostipes
sample-154,g__Anaerostipes,79.0,g__Anaerostipes
sample-156,g__Anaerostipes,101.0,g__Anaerostipes
sample-159,g__Anaerostipes,545.0,g__Anaerostipes
sample-162,g__Anaerostipes,143.0,g__Anaerostipes
sample-163,g__Anaerostipes,560.0,g__Anaerostipes
sample-168,g__Anaerostipes,961.0,g__Anaerostipes
sample-172,g__Anaerostipes,125.0,g__Anaerostipes
sample-173,g__Anaerostipes,68.0,g__Anaerostipes
sample-174,g__Anaerostipes,264.0,g__Anaerostipes
sample-176,g__Anaerostipes,0.0,g__Anaerostipes
sample-178,g__Anaerostipes,366.0,g__Anaerostipes
sample-181,g__Anaerostipes,412.0,g__Anaerostipes
sample-184,g__Anaerostipes,385.0,g__Anaerostipes
sample-186,g__Anaerostipes,2.0,g__Anaerostipes
sample-200,g__Anaerostipes,423.0,g__Anaerostipes
sample-202,g__Anaerostipes,683.0,g__Anaerostipes
sample-205,g__Anaerostipes,333.0,g__Anaerostipes
sample-208,g__Anaerostipes,73.0,g__Anaerostipes
sample-211,g__Anaerostipes,13.0,g__Anaerostipes
sample-217,g__Anaerostipes,0.0,g__Anaerostipes
sample-219,g__Anaerostipes,53.0,g__Anaerostipes
sample-221,g__Anaerostipes,157.0,g__Anaerostipes
sample-227,g__Anaerostipes,272.0,g__Anaerostipes
sample-230,g__Anaerostipes,0.0,g__Anaerostipes
sample-252,g__Anaerostipes,65.0,g__Anaerostipes
sample-133,g__Anaerostipes,25.0,g__Anaerostipes
sample-135,g__Anaerostipes,107.0,g__Anaerostipes
sample-155,g__Anaerostipes,556.0,g__Anaerostipes
sample-157,g__Anaerostipes,474.0,g__Anaerostipes
sample-160,g__Anaerostipes,280.0,g__Anaerostipes
sample-165,g__Anaerostipes,815.0,g__Anaerostipes
sample-169,g__Anaerostipes,88.0,g__Anaerostipes
sample-175,g__Anaerostipes,201.0,g__Anaerostipes
sample-185,g__Anaerostipes,127.0,g__Anaerostipes
sample-187,g__Anaerostipes,182.0,g__Anaerostipes
sample-196,g__Anaerostipes,334.0,g__Anaerostipes
sample-204,g__Anaerostipes,258.0,g__Anaerostipes
sample-207,g__Anaerostipes,113.0,g__Anaerostipes
sample-209,g__Anaerostipes,44.0,g__Anaerostipes
sample-213,g__Anaerostipes,37.0,g__Anaerostipes
sample-253,g__Anaerostipes,40.0,g__Anaerostipes
sample-125,g__Anaerostipes,766.0,g__Anaerostipes
sample-136,g__Anaerostipes,561.0,g__Anaerostipes
sample-158,g__Anaerostipes,283.0,g__Anaerostipes
sample-166,g__Anaerostipes,104.0,g__Anaerostipes
sample-170,g__Anaerostipes,771.0,g__Anaerostipes
sample-177,g__Anaerostipes,643.0,g__Anaerostipes
sample-182,g__Anaerostipes,77.0,g__Anaerostipes
sample-188,g__Anaerostipes,22.0,g__Anaerostipes
sample-192,g__Anaerostipes,113.0,g__Anaerostipes
sample-150,g__Anaerostipes,347.0,g__Anaerostipes
